imsi,cellId,rnti,attachStartMs,rrcSetupCompleteMs,initialUeMessageMs,authRequestMs,authResponseMs,securityModeCommandNasMs,securityModeCompleteNasMs,initialContextSetupRequestMs,securityModeCommandAsMs,securityModeCompleteAsMs,ueCapabilityEnquiryMs,ueCapabilityInformationMs,initialContextSetupResponseMs,registrationAcceptMs,registrationCompleteMs,pduSessionEstablishmentRequestMs,pduSessionResourceSetupRequestMs,rrcReconfigurationDrbMs,rrcReconfigurationCompleteMs,pduSessionResourceSetupResponseMs,dataReadyMs,rrcSetupLatencyMs,firstDataPacketTimeMs,attachToFirstDataPacketLatencyMs,coreSignalingLatencyMs,totalAttachToDataLatencyMs
164,1,1731,0,80.5357,80.6357,80.7357,80.8357,80.9357,81.0357,81.1357,81.2357,81.3357,81.4357,81.5357,81.6357,81.7357,81.8357,81.9357,82.0357,82.1357,82.2357,82.3357,82.3357,80.5357,418.171,418.171,1.8,82.3357
165,1,1753,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.529,426.529,1.8,86.8357
166,1,1754,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.493,426.493,1.8,86.8357
167,1,1755,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.457,426.457,1.8,86.8357
168,1,1756,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.421,426.421,1.8,86.8357
169,1,1757,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.386,426.386,1.8,86.8357
170,1,1758,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.35,426.35,1.8,86.8357
171,1,1759,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.314,426.314,1.8,86.8357
172,1,1760,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.279,426.279,1.8,86.8357
173,1,1761,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.243,426.243,1.8,86.8357
174,1,1762,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.207,426.207,1.8,86.8357
175,1,1763,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.171,426.171,1.8,86.8357
176,1,1764,0,85.0357,85.1357,85.2357,85.3357,85.4357,85.5357,85.6357,85.7357,85.8357,85.9357,86.0357,86.1357,86.2357,86.3357,86.4357,86.5357,86.6357,86.7357,86.8357,86.8357,85.0357,426.886,426.886,1.8,86.8357
177,1,1774,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,426.85,426.85,1.8,91.3357
178,1,1775,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,426.814,426.814,1.8,91.3357
179,1,1776,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,426.779,426.779,1.8,91.3357
192,1,1777,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.85,428.85,1.8,91.3357
193,1,1778,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.814,428.814,1.8,91.3357
194,1,1779,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.779,428.779,1.8,91.3357
195,1,1780,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.743,428.743,1.8,91.3357
196,1,1781,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.707,428.707,1.8,91.3357
197,1,1782,0,89.5357,89.6357,89.7357,89.8357,89.9357,90.0357,90.1357,90.2357,90.3357,90.4357,90.5357,90.6357,90.7357,90.8357,90.9357,91.0357,91.1357,91.2357,91.3357,91.3357,89.5357,428.671,428.671,1.8,91.3357
