ueIndex,imsi,class,perUeCapBps,packetSizeBytes,rnti,avgSinrDb,sinrStdDb,sinrSampleCount,avgMcs,rlcRxBytes,rlcMeanDelayS,pdcpRxBytes,pdcpMeanDelayS,flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,meanDelayMs
0,1,mMTC,3000,100,1,63.4703,0.0,114,27.017543859649123,14528,0.00155269,14300,0.00191447,32,14080,14080,110,110,0,1.915881818181818
1,2,mMTC,3000,100,2,63.6267,0.0,114,27.017543859649123,14528,0.00152073,14300,0.00204615,33,14080,14080,110,110,0,2.0477
2,3,mMTC,3000,100,3,64.1317,0.0,114,27.017543859649123,14528,0.00148565,14300,0.00234212,34,14080,14080,110,110,0,2.3438090909090907
3,4,mMTC,3000,100,4,63.729299999999995,0.0,114,27.017543859649123,14528,0.00144993,14300,0.00230627,35,14080,14080,110,110,0,2.308090909090909
4,5,mMTC,3000,100,5,63.9376,0.0,114,27.017543859649123,14528,0.00141391,14300,0.00227464,36,14080,14080,110,110,0,2.2766
5,6,mMTC,3000,100,6,63.7606,0.0,114,27.017543859649123,14528,0.00137819,14300,0.00223879,37,14080,14080,110,110,0,2.240890909090909
6,7,mMTC,3000,100,7,63.6358,0.0,114,27.017543859649123,14528,0.00134404,14300,0.00220294,38,14080,14080,110,110,0,2.205172727272727
7,8,mMTC,3000,100,8,63.8314,0.0,114,27.017543859649123,14528,0.00130833,14300,0.00216709,39,14080,14080,110,110,0,2.1694636363636364
8,9,mMTC,3000,100,9,63.6977,0.0,114,27.017543859649123,14528,0.00127262,14300,0.00213124,40,14080,14080,110,110,0,2.1337454545454544
9,10,mMTC,3000,100,10,63.75790000000001,0.0,113,27.256637168141594,14526,0.00148653,14300,0.00184734,41,14080,14080,110,110,0,1.8499818181818182
10,11,mMTC,3000,100,11,63.9882,0.0,113,27.256637168141594,14526,0.00145082,14300,0.00181149,42,14080,14080,110,110,0,1.8142636363636364
11,12,mMTC,3000,100,12,63.6021,0.0,113,27.256637168141594,14526,0.0014151,14300,0.00177564,43,14080,14080,110,110,0,1.7785454545454547
12,13,mMTC,3000,100,51,64.0332,0.0,114,27.017543859649123,14528,0.00123659,14300,0.00209498,44,14080,14080,110,110,0,2.098027272727273
13,14,mMTC,3000,100,52,63.9462,0.0,113,27.256637168141594,14526,0.00138508,14300,0.00174614,45,14080,14080,110,110,0,1.7493272727272726
14,15,mMTC,3000,100,53,64.0069,0.0,113,27.256637168141594,14526,0.0013481,14300,0.00171029,46,14080,14080,110,110,0,1.713618181818182
15,16,mMTC,3000,100,54,63.54209999999999,0.0,113,27.256637168141594,14526,0.00131397,14300,0.00167444,47,14080,14080,110,110,0,1.6779
16,17,mMTC,3000,100,55,63.415,0.0,113,27.256637168141594,14526,0.00127825,14300,0.00163859,48,14080,14080,110,110,0,1.6421909090909093
17,18,mMTC,3000,100,56,63.8885,0.0,113,27.256637168141594,14526,0.00124349,14300,0.00160274,49,14080,14080,110,110,0,1.6064727272727273
18,19,mMTC,3000,100,57,63.7324,0.0,113,27.256637168141594,14526,0.00120777,14300,0.00156689,50,14080,14080,110,110,0,1.5707545454545455
19,20,mMTC,3000,100,58,64.051,0.0,113,27.256637168141594,14526,0.00117206,14300,0.00153104,51,14080,14080,110,110,0,1.5350454545454546
20,21,Web,133000,600,59,63.8462,0.0,826,27.796610169491526,518252,0.00117445,516600,0.0014366,16,514960,514960,820,820,0,1.437829268292683
21,22,Web,133000,600,60,63.8979,0.0,826,27.796610169491526,518252,0.00121021,516600,0.00147478,17,514960,514960,820,820,0,1.4765487804878048
22,23,Web,133000,600,61,64.0655,0.0,826,27.796610169491526,518252,0.00124636,516600,0.00150543,18,514960,514960,820,820,0,1.5077439024390242
