configuredUeCount,rrcConnectedCount,actualRbCount,totalRxBytes,totalTxBytes,totalLostPackets,avgUeSinrDb,avgUeMcs,avgUeRlcDelayMs,avgUePdcpDelayMs,rxBytes_Live,rxBytes_Mobile,rxBytes_V2X,rxBytes_VoD,rxBytes_Web,rxBytes_mMTC
25,25,189,16541720,16541920,0,63.799296,27.28603553522892,1.1851500000000001,1.4364568,4920596,2273084,412515,7061000,1798798,75727
