configuredUeCount,rrcConnectedCount,actualRbCount,totalRxBytes,totalTxBytes,totalLostPackets,avgUeSinrDb,avgUeMcs,avgUeRlcDelayMs,avgUePdcpDelayMs,rxBytes_Live,rxBytes_Mobile,rxBytes_V2X,rxBytes_VoD,rxBytes_Web,rxBytes_mMTC
150,150,189,113867224,113869520,0,63.81022533333334,27.853103718333532,1.3515362666666666,2.228731466666667,34368036,14606748,2801120,49402440,11844080,844800
