imsi,cellId,rnti,attachStartMs,rrcSetupCompleteMs,initialUeMessageMs,authRequestMs,authResponseMs,securityModeCommandNasMs,securityModeCompleteNasMs,initialContextSetupRequestMs,securityModeCommandAsMs,securityModeCompleteAsMs,ueCapabilityEnquiryMs,ueCapabilityInformationMs,initialContextSetupResponseMs,registrationAcceptMs,registrationCompleteMs,pduSessionEstablishmentRequestMs,pduSessionResourceSetupRequestMs,rrcReconfigurationDrbMs,rrcReconfigurationCompleteMs,pduSessionResourceSetupResponseMs,dataReadyMs,rrcSetupLatencyMs,firstDataPacketTimeMs,attachToFirstDataPacketLatencyMs,coreSignalingLatencyMs,totalAttachToDataLatencyMs
31,1,95,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.243,443.243,1.8,28.3357
32,1,96,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.279,443.279,1.8,28.3357
33,1,97,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.314,443.314,1.8,28.3357
34,1,98,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.35,443.35,1.8,28.3357
35,1,99,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.386,443.386,1.8,28.3357
36,1,115,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,443.421,443.421,1.8,32.8357
37,1,116,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.671,417.671,1.8,32.8357
38,1,117,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.707,417.707,1.8,32.8357
39,1,118,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.743,417.743,1.8,32.8357
40,1,119,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.779,417.779,1.8,32.8357
41,1,120,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.814,417.814,1.8,32.8357
42,1,121,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,417.85,417.85,1.8,32.8357
43,1,122,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.743,424.743,1.8,32.8357
44,1,123,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.779,424.779,1.8,32.8357
45,1,124,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.814,424.814,1.8,32.8357
46,1,125,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.85,424.85,1.8,32.8357
47,1,130,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,424.707,424.707,1.8,37.3357
48,1,131,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,424.671,424.671,1.8,37.3357
49,1,132,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,426.35,426.35,1.8,37.3357
50,1,133,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,426.243,426.243,1.8,37.3357
