imsi,cellId,rnti,attachStartMs,rrcSetupCompleteMs,initialUeMessageMs,authRequestMs,authResponseMs,securityModeCommandNasMs,securityModeCompleteNasMs,initialContextSetupRequestMs,securityModeCommandAsMs,securityModeCompleteAsMs,ueCapabilityEnquiryMs,ueCapabilityInformationMs,initialContextSetupResponseMs,registrationAcceptMs,registrationCompleteMs,pduSessionEstablishmentRequestMs,pduSessionResourceSetupRequestMs,rrcReconfigurationDrbMs,rrcReconfigurationCompleteMs,pduSessionResourceSetupResponseMs,dataReadyMs,rrcSetupLatencyMs,firstDataPacketTimeMs,attachToFirstDataPacketLatencyMs,coreSignalingLatencyMs,totalAttachToDataLatencyMs
1,1,1,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.029,672.029,1.8,19.8357
2,1,2,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.993,671.993,1.8,19.8357
3,1,3,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.957,671.957,1.8,19.8357
4,1,4,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.921,671.921,1.8,19.8357
5,1,5,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.35,672.35,1.8,19.8357
6,1,6,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.314,672.314,1.8,19.8357
7,1,7,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.279,672.279,1.8,19.8357
8,1,8,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.243,672.243,1.8,19.8357
9,1,9,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,672.207,672.207,1.8,19.8357
10,1,10,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.279,671.279,1.8,19.8357
11,1,11,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.243,671.243,1.8,19.8357
12,1,12,0,18.0357,18.1357,18.2357,18.3357,18.4357,18.5357,18.6357,18.7357,18.8357,18.9357,19.0357,19.1357,19.2357,19.3357,19.4357,19.5357,19.6357,19.7357,19.8357,19.8357,18.0357,671.207,671.207,1.8,19.8357
13,1,51,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,672.171,672.171,1.8,23.8357
14,1,52,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.886,671.886,1.8,23.8357
15,1,53,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.85,671.85,1.8,23.8357
16,1,54,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.814,671.814,1.8,23.8357
17,1,55,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.779,671.779,1.8,23.8357
18,1,56,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.743,671.743,1.8,23.8357
19,1,57,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.707,671.707,1.8,23.8357
20,1,58,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,671.671,671.671,1.8,23.8357
21,1,59,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,441.171,441.171,1.8,23.8357
22,1,60,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,441.207,441.207,1.8,23.8357
23,1,61,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,441.243,441.243,1.8,23.8357
24,1,62,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,441.279,441.279,1.8,23.8357
25,1,89,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,440.671,440.671,1.8,28.3357
26,1,90,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,440.707,440.707,1.8,28.3357
27,1,91,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,440.743,440.743,1.8,28.3357
28,1,92,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,440.779,440.779,1.8,28.3357
29,1,93,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.171,443.171,1.8,28.3357
30,1,94,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,443.207,443.207,1.8,28.3357
