ueIndex,imsi,class,perUeCapBps,packetSizeBytes,rnti,avgSinrDb,sinrStdDb,sinrSampleCount,avgMcs,rlcRxBytes,rlcMeanDelayS,pdcpRxBytes,pdcpMeanDelayS,flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,meanDelayMs
0,1,mMTC,3000,100,1,63.4703,0.0,112,27.25,14524,0.00152697,14300,0.00186664,17,14080,14080,110,110,0,1.8675090909090908
1,2,mMTC,3000,100,2,63.62669999999999,0.0,112,27.25,14524,0.00149094,14300,0.00183079,18,14080,14080,110,110,0,1.8318
2,3,mMTC,3000,100,3,64.1317,0.0,112,27.25,14524,0.00145491,14300,0.00179494,19,14080,14080,110,110,0,1.7960818181818181
3,4,mMTC,3000,100,4,63.7293,0.0,112,27.25,14524,0.00141887,14300,0.00175909,20,14080,14080,110,110,0,1.7603636363636366
4,5,mMTC,3000,100,5,63.93760000000001,0.0,112,27.25,14524,0.00138284,14300,0.00172291,21,14080,14080,110,110,0,1.7243272727272727
5,6,mMTC,3000,100,6,63.7606,0.0,113,27.008849557522122,14526,0.00134842,14300,0.00169323,22,14080,14080,110,110,0,1.6947818181818182
6,7,mMTC,3000,100,7,63.6358,0.0,113,27.008849557522122,14526,0.00131239,14300,0.00165706,23,14080,14080,110,110,0,1.6587454545454545
7,8,mMTC,3000,100,8,63.831399999999995,0.0,113,27.008849557522122,14526,0.00127636,14300,0.00162088,24,14080,14080,110,110,0,1.6227090909090909
8,9,mMTC,3000,100,9,63.6977,0.0,113,27.008849557522122,14526,0.00124033,14300,0.00158471,25,14080,14080,110,110,0,1.5866636363636364
9,10,mMTC,3000,100,10,63.75790000000001,0.0,113,27.008849557522122,14526,0.0012043,14300,0.00154853,26,14080,14080,110,110,0,1.5506272727272727
10,11,Web,133000,600,11,63.9882,0.0,825,27.830303030303032,518250,0.00121576,516600,0.00147233,9,514960,514960,820,820,0,1.4735
11,12,Web,133000,600,12,63.6021,0.0,825,27.830303030303032,518250,0.00117948,516600,0.00143534,10,514960,514960,820,820,0,1.437048780487805
12,13,Web,133000,600,26,64.0332,0.0,825,27.830303030303032,518250,0.00125203,516600,0.00150653,11,514960,514960,820,820,0,1.508780487804878
13,14,Web,133000,600,27,63.9462,0.0,825,27.830303030303032,518250,0.00128805,516600,0.00154163,12,514960,514960,820,820,0,1.5444146341463414
14,15,Mobile,166000,800,28,64.0069,0.0,773,27.782664941785253,638156,0.00125228,636610,0.00151064,13,635076,635076,767,767,0,1.5121382007822686
15,16,Mobile,166000,800,29,63.5421,0.0,773,27.782664941785253,638156,0.00128846,636610,0.0015451,14,635076,635076,767,767,0,1.5472881355932204
16,17,Mobile,166000,800,30,63.415,0.0,773,27.782664941785253,638156,0.00121393,636610,0.00147148,15,635076,635076,767,767,0,1.4743807040417212
17,18,Mobile,166000,800,31,63.8885,0.0,773,27.782664941785253,638156,0.0011778,636610,0.00143507,16,635076,635076,767,767,0,1.4386571056062583
18,19,VoD,725000,1200,32,63.732400000000005,0.0,2241,27.92503346720214,2753532,0.00124426,2749050,0.00150262,2,2744580,2744580,2235,2235,0,1.5047516778523489
19,20,VoD,725000,1200,33,64.051,0.0,2241,27.92503346720214,2753532,0.00120832,2749050,0.00146573,3,2744580,2744580,2235,2235,0,1.4688769574944072
20,21,VoD,725000,1200,34,63.8462,0.0,2241,27.92503346720214,2753532,0.00117234,2749050,0.001429,4,2744580,2744580,2235,2235,0,1.4331633109619688
21,22,Live,478000,1200,35,63.8979,0.0,1479,27.886409736308316,1814748,0.00124411,1811790,0.00149888,5,1808844,1808844,1473,1473,0,1.5010183299389002
22,23,Live,478000,1200,36,64.0655,0.0,1479,27.886409736308316,1814748,0.00120799,1811790,0.00146215,6,1808844,1808844,1473,1473,0,1.4653021045485404
23,24,Live,478000,1200,39,64.0302,0.0,1479,27.886409736308316,1814748,0.00117196,1811790,0.0014262,7,1808844,1808844,1473,1473,0,1.430366598778004
24,25,V2X,99000,300,40,63.358,0.0,1220,27.977049180327867,405040,0.00117166,402600,0.00143594,8,400488,400160,1221,1220,0,1.4365655737704919
