configuredUeCount,rrcConnectedCount,actualRbCount,totalRxBytes,totalTxBytes,totalLostPackets,avgUeSinrDb,avgUeMcs,avgUeRlcDelayMs,avgUePdcpDelayMs,rxBytes_Live,rxBytes_Mobile,rxBytes_V2X,rxBytes_VoD,rxBytes_Web,rxBytes_mMTC
100,100,189,76264472,76266112,0,63.82332399999999,27.755402251361613,1.3449403999999998,1.9512148999999999,23514972,9526140,2000800,32934960,7724400,563200
