ueIndex,imsi,class,perUeCapBps,packetSizeBytes,rnti,avgSinrDb,sinrStdDb,sinrSampleCount,avgMcs,rlcRxBytes,rlcMeanDelayS,pdcpRxBytes,pdcpMeanDelayS,flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,meanDelayMs
0,1,mMTC,3000,100,1,63.4703,0.0,111,,14522,0.00155559,14300,0.00192738,122,14080,14080,110,110,0,1.9327727272727273
1,2,mMTC,3000,100,2,63.6267,0.0,111,,14522,0.00151988,14300,0.00189153,123,14080,14080,110,110,0,1.8970545454545453
2,3,mMTC,3000,100,3,64.1317,0.0,111,,14522,0.00148417,14300,0.00185568,124,14080,14080,110,110,0,1.8613454545454546
3,4,mMTC,3000,100,4,63.7293,0.0,111,,14522,0.00144845,14300,0.00181983,125,14080,14080,110,110,0,1.8256272727272727
4,5,mMTC,3000,100,5,63.9376,0.0,111,,14522,0.00141274,14300,0.00178398,126,14080,14080,110,110,0,1.789909090909091
5,6,mMTC,3000,100,6,63.7606,0.0,111,,14522,0.00137702,14300,0.00174813,127,14080,14080,110,110,0,1.7542
6,7,mMTC,3000,100,7,63.6358,0.0,111,,14522,0.00134131,14300,0.00171228,128,14080,14080,110,110,0,1.7184818181818182
7,8,mMTC,3000,100,8,63.83140000000001,0.0,111,,14522,0.0013056,14300,0.00167643,129,14080,14080,110,110,0,1.6827727272727273
8,9,mMTC,3000,100,9,63.6977,0.0,111,,14522,0.00126988,14300,0.00164058,130,14080,14080,110,110,0,1.6470545454545453
9,10,mMTC,3000,100,10,63.7579,0.0,111,,14522,0.00123417,14300,0.00160473,131,14080,14080,110,110,0,1.6113454545454546
10,11,mMTC,3000,100,11,63.9882,0.0,111,,14522,0.00119845,14300,0.00156888,132,14080,14080,110,110,0,1.5756272727272727
11,12,mMTC,3000,100,12,63.6021,0.0,111,,14522,0.0012583,14300,0.00175218,133,14080,14080,110,110,0,1.7590727272727273
12,13,mMTC,3000,100,565,64.0332,0.0,111,,14522,0.00153822,14300,0.00290821,134,14080,14080,110,110,0,2.915236363636364
13,14,mMTC,3000,100,566,63.9462,0.0,111,,14522,0.00150251,14300,0.00287236,135,14080,14080,110,110,0,2.879527272727273
14,15,mMTC,3000,100,567,64.0069,0.0,111,,14522,0.00146679,14300,0.00283651,136,14080,14080,110,110,0,2.8438090909090907
15,16,mMTC,3000,100,568,63.5421,0.0,111,,14522,0.00143108,14300,0.00280066,137,14080,14080,110,110,0,2.808090909090909
16,17,mMTC,3000,100,569,63.415,0.0,111,,14522,0.00139536,14300,0.00276481,138,14080,14080,110,110,0,2.7723818181818185
17,18,mMTC,3000,100,570,63.8885,0.0,111,,14522,0.00135965,14300,0.00272896,139,14080,14080,110,110,0,2.736663636363636
18,19,mMTC,3000,100,571,63.7324,0.0,111,,14522,0.00132394,14300,0.00269311,140,14080,14080,110,110,0,2.7009545454545454
19,20,mMTC,3000,100,572,64.051,0.0,111,,14522,0.00128822,14300,0.00265726,141,14080,14080,110,110,0,2.665236363636364
20,21,mMTC,3000,100,573,63.8462,0.0,111,,14522,0.00125251,14300,0.00262141,142,14080,14080,110,110,0,2.629527272727273
