configuredUeCount,rrcConnectedCount,actualRbCount,totalRxBytes,totalTxBytes,totalLostPackets,avgUeSinrDb,avgUeMcs,avgUeRlcDelayMs,avgUePdcpDelayMs,rxBytes_Live,rxBytes_Mobile,rxBytes_V2X,rxBytes_VoD,rxBytes_Web,rxBytes_mMTC
100,100,189,62671646,62674974,0,63.82332399999999,27.287392645797176,1.2062492,1.4626628000000004,19914476,5979657,1761544,27092136,7587052,336781
