imsi,cellId,rnti,attachStartMs,rrcSetupCompleteMs,initialUeMessageMs,authRequestMs,authResponseMs,securityModeCommandNasMs,securityModeCompleteNasMs,initialContextSetupRequestMs,securityModeCommandAsMs,securityModeCompleteAsMs,ueCapabilityEnquiryMs,ueCapabilityInformationMs,initialContextSetupResponseMs,registrationAcceptMs,registrationCompleteMs,pduSessionEstablishmentRequestMs,pduSessionResourceSetupRequestMs,rrcReconfigurationDrbMs,rrcReconfigurationCompleteMs,pduSessionResourceSetupResponseMs,dataReadyMs,rrcSetupLatencyMs,firstDataPacketTimeMs,attachToFirstDataPacketLatencyMs,coreSignalingLatencyMs,totalAttachToDataLatencyMs
123,1,157,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,418.029,418.029,1.8,23.8357
124,1,158,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,418.064,418.064,1.8,23.8357
125,1,159,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,424.993,424.993,1.8,23.8357
126,1,160,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,425.029,425.029,1.8,23.8357
127,1,161,0,22.0357,22.1357,22.2357,22.3357,22.4357,22.5357,22.6357,22.7357,22.8357,22.9357,23.0357,23.1357,23.2357,23.3357,23.4357,23.5357,23.6357,23.7357,23.8357,23.8357,22.0357,425.064,425.064,1.8,23.8357
12,1,290,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.207,672.207,1.8,28.3357
13,1,291,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.171,672.171,1.8,28.3357
14,1,292,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,673.064,673.064,1.8,28.3357
15,1,293,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,673.029,673.029,1.8,28.3357
16,1,294,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.993,672.993,1.8,28.3357
17,1,295,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.957,672.957,1.8,28.3357
18,1,296,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.921,672.921,1.8,28.3357
19,1,297,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.886,672.886,1.8,28.3357
20,1,298,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.85,672.85,1.8,28.3357
21,1,299,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.814,672.814,1.8,28.3357
22,1,300,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.779,672.779,1.8,28.3357
23,1,301,0,26.5357,26.6357,26.7357,26.8357,26.9357,27.0357,27.1357,27.2357,27.3357,27.4357,27.5357,27.6357,27.7357,27.8357,27.9357,28.0357,28.1357,28.2357,28.3357,28.3357,26.5357,672.743,672.743,1.8,28.3357
128,1,418,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.957,424.957,1.8,32.8357
129,1,419,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.921,424.921,1.8,32.8357
130,1,420,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.886,424.886,1.8,32.8357
131,1,421,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,424.85,424.85,1.8,32.8357
132,1,422,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.564,425.564,1.8,32.8357
133,1,423,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.529,425.529,1.8,32.8357
134,1,424,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.493,425.493,1.8,32.8357
135,1,425,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.457,425.457,1.8,32.8357
136,1,426,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.421,425.421,1.8,32.8357
137,1,427,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.386,425.386,1.8,32.8357
138,1,428,0,31.0357,31.1357,31.2357,31.3357,31.4357,31.5357,31.6357,31.7357,31.8357,31.9357,32.0357,32.1357,32.2357,32.3357,32.4357,32.5357,32.6357,32.7357,32.8357,32.8357,31.0357,425.35,425.35,1.8,32.8357
24,1,534,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.707,672.707,1.8,37.3357
25,1,535,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.671,672.671,1.8,37.3357
26,1,536,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.564,673.564,1.8,37.3357
27,1,537,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.529,673.529,1.8,37.3357
28,1,538,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.493,673.493,1.8,37.3357
29,1,539,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.457,673.457,1.8,37.3357
30,1,540,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.421,673.421,1.8,37.3357
31,1,541,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,673.386,673.386,1.8,37.3357
32,1,542,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.243,672.243,1.8,37.3357
33,1,543,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.314,672.314,1.8,37.3357
34,1,544,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.386,672.386,1.8,37.3357
35,1,545,0,35.5357,35.6357,35.7357,35.8357,35.9357,36.0357,36.1357,36.2357,36.3357,36.4357,36.5357,36.6357,36.7357,36.8357,36.9357,37.0357,37.1357,37.2357,37.3357,37.3357,35.5357,672.457,672.457,1.8,37.3357
36,1,639,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.35,673.35,1.8,41.8357
37,1,640,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.314,673.314,1.8,41.8357
38,1,641,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.279,673.279,1.8,41.8357
39,1,642,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.243,673.243,1.8,41.8357
40,1,643,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.207,673.207,1.8,41.8357
41,1,644,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.171,673.171,1.8,41.8357
42,1,645,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,674.064,674.064,1.8,41.8357
43,1,646,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,674.029,674.029,1.8,41.8357
44,1,647,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.993,673.993,1.8,41.8357
45,1,648,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.957,673.957,1.8,41.8357
46,1,649,0,40.0357,40.1357,40.2357,40.3357,40.4357,40.5357,40.6357,40.7357,40.8357,40.9357,41.0357,41.1357,41.2357,41.3357,41.4357,41.5357,41.6357,41.7357,41.8357,41.8357,40.0357,673.921,673.921,1.8,41.8357
81,1,732,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.564,443.564,1.8,46.3357
82,1,733,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.529,443.529,1.8,46.3357
83,1,734,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.493,443.493,1.8,46.3357
84,1,735,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.457,443.457,1.8,46.3357
85,1,736,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,444.064,444.064,1.8,46.3357
86,1,737,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,444.029,444.029,1.8,46.3357
87,1,738,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.993,443.993,1.8,46.3357
88,1,739,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.957,443.957,1.8,46.3357
89,1,740,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.921,443.921,1.8,46.3357
90,1,741,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.886,443.886,1.8,46.3357
91,1,742,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.85,443.85,1.8,46.3357
92,1,743,0,44.5357,44.6357,44.7357,44.8357,44.9357,45.0357,45.1357,45.2357,45.3357,45.4357,45.5357,45.6357,45.7357,45.8357,45.9357,46.0357,46.1357,46.2357,46.3357,46.3357,44.5357,443.814,443.814,1.8,46.3357
47,1,814,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.886,673.886,1.8,50.8357
48,1,815,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.85,673.85,1.8,50.8357
49,1,816,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.814,673.814,1.8,50.8357
50,1,817,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.779,673.779,1.8,50.8357
51,1,818,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.743,673.743,1.8,50.8357
52,1,819,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.707,673.707,1.8,50.8357
53,1,820,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,673.671,673.671,1.8,50.8357
54,1,821,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,674.386,674.386,1.8,50.8357
55,1,822,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,674.35,674.35,1.8,50.8357
56,1,823,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,674.314,674.314,1.8,50.8357
57,1,824,0,49.0357,49.1357,49.2357,49.3357,49.4357,49.5357,49.6357,49.7357,49.8357,49.9357,50.0357,50.1357,50.2357,50.3357,50.4357,50.5357,50.6357,50.7357,50.8357,50.8357,49.0357,674.279,674.279,1.8,50.8357
58,1,884,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,674.243,674.243,1.8,55.3357
59,1,885,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,674.207,674.207,1.8,55.3357
60,1,886,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,674.171,674.171,1.8,55.3357
61,1,887,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.421,443.421,1.8,55.3357
62,1,888,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.386,443.386,1.8,55.3357
63,1,889,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.35,443.35,1.8,55.3357
64,1,890,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.314,443.314,1.8,55.3357
65,1,891,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.279,443.279,1.8,55.3357
66,1,892,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.243,443.243,1.8,55.3357
67,1,893,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.207,443.207,1.8,55.3357
68,1,894,0,53.5357,53.6357,53.7357,53.8357,53.9357,54.0357,54.1357,54.2357,54.3357,54.4357,54.5357,54.6357,54.7357,54.8357,54.9357,55.0357,55.1357,55.2357,55.3357,55.3357,53.5357,443.171,443.171,1.8,55.3357
